"","X","descr"
"99",101,"TO ADOPT PARAGRAPH 4 OF USSR DRAFT RESOL. (A/723), POINTING TO THE BIG POWERS' RESPONSIBILITY FOR WORLD PEACE AND SECURITY IN CONJUNCTION WITH THEIR MILITARY STRENGTH."
"100",102,"TO ADOPT PARAGRAPH 5 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH DESIRING PEACE AND THE ELIMINATION OF ANY NEW THREATS OF WAR."
"101",103,"TO ADOPT PARAGRAPH 6 OF USSR DRAFT RESOL. (A/723), RECOMMENDING THE PERMANENT SECURITY COUNCIL MEMBERS TO REDUCE BY 1/3 ALL THEIR ARMED FORCES IN A YEAR."
"102",104,"TO ADOPT PARAGRAPH 7 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH RECOMMENDING THE PROHIBITION OF ATOMIC WEAPONS INTENDED FOR AGGRESSION."
"103",105,"TO ADOPT PARAGRAPH 8 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH RECOMMENDING THE ESTABLISHMENT WITHIN FRAMEWORK OF THE SECURITY COUNCIL OF AN INTERNATIONAL CONTROL BODY TO SUPERVISE ARMS REDUCTION AND ATOMIC WEAPONS PROHIBITION."
"104",106,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 4TH COMM. DRAFT RESOL. (A/734) CALLING FOR SOUTH AFRICA TO PLACE SOUTH WEST AFRICA UNDER A TRUSTEESHIP AGREEMENT, SAID PARAGRAPH UPHOLDING THE 1946 AND 1947 RESOLUTIONS FOR PLACING S.W. AFRICA UNDER THE TRU"
"105",107,"TO ADOPT POLISH DRAFT RESOLUTION (A/739) THAT ANY DISCRIMINATION IN INTERNATIONAL TRADE OR CREDIT POLICY IS A VIOLATION OF THE UN CHARTER."
"106",108,"TO ADOPT OPERATIVE PARAGRAPH 3 OF THE USSR DRAFT RESOLUTION (A/729) REGARDING THREATS TO THE POLITICAL INDEPENDENCE AND TERRITORIAL INTEGRITY OF GREECE.  PARAGRAPH 3 RECOMMENDS THE GREEK GOVERNMENT TO REMOVE ANY DISCRIMINATION AGAINST MACEDONIA"
"107",109,"TO ADOPT 2ND COMM. DRAFT RESOLUTION C (A/737) ORGANIZING, ARRANGING, EQUIPPING, AND APPROPRIATING FUNDS FOR UN TEAMS OF EXPERTS TO PROVIDE TECHNICAL ASSISTANCE ON ECONOMIC DEVELOPMENT TO REQUESTING STATES."
"108",110,"TO ADOPT 1ST OPERATIVE PARAGRAPH OF A 5TH COMM. DRAFT RESOL. (A/746) TO ESTABLISH A UN INTERNATIONAL CENTRE FOR TRAINING IN PUBLIC ADMINISTRATION, SAID PARAGRAPH THEN ESTABLISHING THIS CENTRE."
"109",111,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 5TH COMM. DRAFT RESOL. (A/746) PROVIDING FOR THE ESTABLISHMENT OF A UN INTERNATIONAL CENTRE FOR TRAINING IN PUBLIC ADMINISTRATION, SAID PARAGRAPH REQUIRING THE SEC. GENERAL TO REPORT TO THE UNESCO THE DETAI"
"110",112,"TO ADOPT POLISH AMENDMENT (A/772) TO GENERAL COMM. DRAFT RESOL. (A/768) ADJOURNING THE ASSEMBLY SESSION ON 11-12 DEC. 1948 AND RESUMING ON 1 FEB. 1949; SAID AMENDMENT ACCEPTING THE 11-12 DEC. 1948 ADJOURNMENT BUT REFERRING THE ITEMS STILL THEN"
"111",113,"TO ADOPT UK AMENDMENT (A/773) TO GENERAL COMM. DRAFT RESOL. (A/768), SAID AMENDMENT CONTINUING THE PRESENT PARIS SESSION UNTIL ALL AGENDA ITEMS HAVE BEEN RESOLVED."
"112",114,"TO ADOPT UK ORAL AMENDMENT TO GENERAL COMMITTEE DRAFT RESOL. (A/768), SAID AMENDMENT ADJOURNING PARIS SESSION ON 15-16 DEC. 1948 AND RESUMING ON 1 FEB. 1949 IN NEW YORK."
"113",115,"TO ADOPT ARGENTINA AMENDMENT (A/774) TO GENERAL COMM. RESOL. (A/768), SAID AMENDMENT RESUMING SESSION ON 1 APRIL 1949 IN NEW YORK."
"114",116,"TO ADOPT GENERAL COMM. DRAFT RESOLUTION (A/774) INCORPORATING ARGENTINA AMENDMENT (A/774) PROVIDING TO RESUME SESSION ON 1 APRIL 1949 IN NEW YORK."
"115",117,"TO ADOPT PRESIDENT'S RULING AGAINST THE USSR PROPOSAL TO AMEND THE MEXICAN AMENDMENT TO 5TH COMM. DRAFT RESOL. (A/704), SAID RESOLUTION APPROVING CONCLUSIONS OF THE 1948 ADVISORY COMMITTEE'S 3RD REPORT (A/657) ON ADMINISTRATIVE AND BUDGETARY QU"
"116",118,"TO ADOPT MEXICAN ORAL AMENDMENT TO 5TH COMM. DRAFT RESOLUTION (A/704), SAID AMENDMENT MODIFYING PROCEDURAL RULE 44 TO INCLUDE SPANISH AS A WORKING LANGUAGE OF THE GENERAL ASSEMBLY."
"117",119,"TO ADOPT 5TH COMM. DRAFT RESOLUTION (A/704)."
"118",120,"TO ADOPT GEN. COMMITTEE RECOMMENDATION (A/775) RE-ALLOCATING THE QUESTION OF THE FORMER ITALIAN COLONIES TO THE AD HOC POLITICAL COMMITTEE."
"119",121,"TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. J (A/771) FOR SECURITY COUNCIL CONSIDERATION OF THE ADMISSION OF CEYLON TO THE UN; AS AMENDED BY JOINT PROPOSAL (A/761) FACILITATING THE ADMISSION."
"120",122,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT ADDING A NEW ARTICLE III WHICH DEFINES AN ADDITIONAL MEANING TO \GENOCIDE\\, AS ANY DELIBERATE ACT INTENDING TO DESTROY"""
"121",123,"TO ADOPT A USSR AMENDMENT (A/766) TO ARTICLE 6 OF THE 6TH COMMITTEE DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT DELETING WORDS \OR BY SUCH INTERNATIONAL PENAL TRIBUNAL AS MAY HAVE JURISDICTION WITH RESPECT TO THOSE"
"122",124,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT ADDING A NEW ARTICLE 10 READING:  \THE HIGH CONTRACTING PARTIES UNDERTAKE TO DISBAND AND TO PROHIBIT IN THE FUTURE THE "
"123",125,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT RELATING TO ARTICLE 12 AND PROVIDING FOR THE APPLICATION OF THIS CONVENTION EQUALLY ON THE TERRITORY OF A CONTRACTING P"
"124",126,"TO ADOPT 6TH COMM. DRAFT RESOL. A (A/760 AND CORR. 2) APPROVING THE ANNEXED DRAFT CONVENTION ON GENOCIDE."
"125",127,"TO ADOPT THE USSR AMENDMENT (A/784) TO THE 3RD COMMITTEE DRAFT RESOLUTION A (A/777), THE DRAFT UNIVERSAL DECLARATION OF HUMAN RIGHTS, WHICH AMENDMENT REPLACES EXISTING ARTICLE 3 WITH A TEXT ON (1) RIGHTS TO NATIONAL SELF-DETERMINATION OF EVERY"
"126",128,"TO ADOPT A USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT REPLACING THE TEXT OF ARTICLE 20 WITH:  \IT IS THE INALIENABLE RIGHT OF EVERY PERSON FREELY TO EXPRESS AND DISSEMINATE DEMOCRATIC VIEWS AND IDEAS, TO DEFEND D"
"127",129,"TO ADOPT USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT SUBSTITUTING A NEW TEXT FOR ARTICLE 22 TO PROVIDE (1) EVERY CITIZEN WITH THE RIGHT TO PARTICIPATE, WITHOUT ANY DISTINCTIONS, IN GOVERNMENT; TO ELECT AND BE ELEC"
"128",130,"TO ADOPT A USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT ADDING A NEW ARTICLE (AFTER ARTICLE 31) WHICH PROVIDES A GUARANTEE OF THE RIGHTS AND FREEDOMS IN THIS DECLARATION BY NATIONAL LAWS."
"129",131,"TO ADOPT 3RD COMM. DRAFT RESOL. A (A/777):  THE UK PROPOSAL (A/778/REV.1) DELETING ARTICLE III AND PUTTING IN THIS TEXT AS PARAGRAPH 2 OF ARTICLE II:  \FURTHERMORE, NO DISTINCTION SHALL BE MADE ON THE BASIS OF THE POLITICAL, JURISDICTIONAL OR I"
"130",132,"TO ADOPT POLISH AMENDMENT (A/804) TO 1ST COMM. DRAFT RESOL. (A/776) ESTABLISHING, EMPOWERING AND INSTRUCTING A UN CONCILIATION COMMISSION ON PALESTINE; SAID AMENDMENT REPLACING ENTIRE PREAMBLE WITH THE WORDS:  \THE GENERAL ASSEMBLY, HAVING CONS"
"131",133,"TO ADOPT 7-POWER AMENDMENT (A/789) TO 1ST COMM. DRAFT RESOL.(A/776), SAID AMENDMENT DELETING OPERATIVE SUB-PARAGRAPH 2 (C) WHICH AUTHORIZED THE CONCILIATION COMMISSION TO UNDERTAKE ANY OF THE FUNCTIONS OF THE UN MEDIATOR ON PALESTINE OR THE UN"
"132",134,"TO ADOPT EL SALVADOR AMENDMENT (A/801) TO 1ST COMM. DRAFT RESOL. (A/776), SAID AMENDMENT ADDING NAZARETH TO THE INTERNATIONALIZED ZONE PROVIDED FOR IN PARAGRAPH 7."
"133",135,"TO ADOPT WHOLE 1ST COMM. DRAFT RESOL., AS VARIOUSLY AMENDED BY PROPOSALS (A/789), (A/791), AND (A/803)."
"134",136,"TO ADOPT 5TH COMMITTEE DRAFT RESOLUTION (A/797) TRANSFERRING THE ASSETS OF THE LEAGUE OF NATIONS TO THE UN."
"135",137,"TO ADOPT 5TH COMM. DRAFT RESOL. A (A/798), WHICH IS UN APPROPRIATION RESOLUTION FOR FINANCIAL YEAR 1949."
"136",138,"TO ADOPT 1ST COMM. DRAFT RESOL. (A/788) AS AMENDED BY CANADIAN PROPOSAL (A/806), REPLACING WORDS \CONSISTING OF THE SAME MEMBER-STATES WHICH COMPOSED THE UN TEMPORARY COMMISSION ON KOREA\\ IN OPERATIVE PARAGRAPH 4 WITH, \\""CONSISTING OF THE FOLL"""
"137",139,"TO ADOPT NORWEGIAN ORAL PROPOSAL PROVISIONALLY POSTPONING ACTION ON A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON THE INDONESIAN QUESTION IN THE AGENDA."
"138",140,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON THE INDONESION QUESTION IN THE AGENDA."
"139",141,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON ISRAEL'S APPLICATION FOR ADMISSION TO THE UN, IN THE AGENDA."
"140",142,"TO ADOPT A PAKISTAN ORAL PROPOSAL REFERRING ISRAEL'S APPLICATION FOR UN ADMISSION TO THE 1ST COMMITTEE."
"141",143,"TO ADOPT PARAGRAPH 1 OF THE USSR DRAFT RESOLUTION (A/793) ON THE PROBLEM OF VOTING IN THE SECURITY COUNCIL.  PARAGRAPH 1 STATES THE IMPORTANCE OF STRENGTHENING THE AUTHORITY OF THE UN BY MEMBER STATES."
"142",144,"TO ADOPT PARAGRAPH 2 OF THE USSR DRAFT RESOL. (A/793), SAID PARAGRAPH CALLING FOR WIDENED INTERNATIONAL COOPERATION BY AVOIDING UNNECESSARY REGULATION AND FORMALISM IN UN ORGANS."
"143",145,"TO ADOPT PARAGRAPH 3 OF THE USSR DRAFT RESOL. (A/793), SAID PARAGRAPH EXPRESSING CONFIDENCE THAT THE SECURITY COUNCIL WILL APPLY THE METHOD OF CONSULTATION OR ADOPT CONCERTED DECISIONS, IN CONSIDERATION OF PAST EXPERIENCE WITH THE PRINCIPLE OF"
"144",146,"TO ADOPT USSR DRAFT RESOLUTION (A/793)."
"145",147,"TO ADOPT CHILE AMENDMENT (A/828) TO 6TH COMM. DRAFT RESOL. (A/787), SAID AMENDMENT REPLACING WORDS \AND THAT THE DRAFT INTERNATIONAL DECLARATION OF HUMAN RIGHTS, IN ITS ARTICLES 14 AND 17 RESPECTIVELY, PROVIDED...\\ IN PREAMBULAR PARAGRAPH 4 WI"""
"146",148,"TO ADOPT 6TH COMM. DRAFT RESOL. (A/787) AS AMENDED BY CHILE PROPOSAL (A/828).  THE 6TH COMMITTEE DRAFT RESOLUTION RECOMMENDS THAT USSR WITHDRAW ITS MEASURES PREVENTING RUSSIAN WIVES OF FOREIGN CITIZENS FROM JOINING THEIR HUSBANDS ABROAD."
"147",149,"TO ADOPT PREAMBULAR PARAGRAPH 1 OF THE AD HOC POLITICAL COMMITTEE DRAFT RESOLUTION (A/844) EXPRESSING CONCERN OVER ACCUSATIONS OF BULGARIAN AND HUNGARIAN SUPPRESSIONS OF HUMAN RIGHTS AND FREEDOMS.  THE PREAMBULAR PARAGRAPH DECLARES THAT IT IS T"
"148",150,"TO ADOPT REMAINING PARAGRAPHS OF THE AD HOC POLITICAL COMM. DRAFT RESOL. (A/844), WHICH PARAGRAPHS STATE AND REGRET SITUATION REGARDING BULGARIAN AND HUNGARIAN OBSERVANCE OF HUMAN RIGHTS AND FREEDOMS."
"149",151,"TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. (A/844)."
"150",152,"TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOLUTION (A/855) ADMITTING ISRAEL INTO THE UN."
"151",153,"TO ADOPT 3RD COMM. DRAFT RESOLUTION AND DRAFT CONVENTION (A/858) TAKEN TOGETHER, ON FREEDOM OF INFORMATION; AS AMENDED BY PROPOSAL (A/861) TRANSFERRING PARAGRAPH 3, ARTICLE XII TO ARTICLE VII, AND PROPOSAL (A/870) REPLACING PARAGRAPH 8, ARTICLE"
"152",154,"TO ADOPT 1ST COMM. DRAFT RESOL. B (A/863) INVITING INDIA, PAKISTAN AND SOUTH AFRICA TO HOLD A ROUND-TABLE CONFERENCE ON THE TREATMENT OF INDIANS IN SOUTH AFRICA."
"153",155,"TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION (A/852) ALLOWING MEMBER STATES FULL FREEDOM OF ACTION IN THEIR DIPLOMATIC RELATIONS WITH FRANCO SPAIN."
"154",156,"TO ADOPT PARAGRAPH 1 OF POLISH DRAFT RESOL. (A/860) ON RELATIONS OF UN MEMBER STATES WITH FRANCO SPAIN; PARAGRAPH 1 RECALLS PAST INTERNATIONAL CONDEMNATIONS OF FRANCO REGIME IN SPAIN.  (E.G. POTSDAM AND LONDON CONFERENCES)."
"155",157,"TO ADOPT PARAGRAPH 2 OF POLISH DRAFT RESOL. (A/860), DECLARING THAT THE FRANCO REGIME IS A FASCIST REGIME WHICH AIDED THE AXIS POWERS DURING THE WAR."
"156",158,"TO ADOPT PARAGRAPH 3 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH STATING THAT THE FRANCO REGIME WAS IMPOSED ON THE SPANISH PEOPLE BY FORCE."
"157",159,"TO ADOPT PARAGRAPH 4 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH RECALLING SUFFERINGS OF SPANISH PEOPLE UNDER THE FASCIST FRANCO REGIME."
"158",160,"TO ADOPT PARAGRAPH 5 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH TAKING NOTE OF THE WORSENING PERSECUTIONS OF DEMOCRATIC LEADERS IN SPAIN BY THE FRANCO REGIME."
"159",161,"TO ADOPT PARAGRAPH 6 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH RECALLING THE SYMPATHY OF DEMOCRATIC NATIONS FOR THE SPANISH PEOPLE, AND THE DUTY OF THE UN TO AID THEM."
"160",162,"TO ADOPT PARAGRAPH 7 OF THE POLISH DRAFT RESOL. (A/860). PARAGRAPH 7 NOTES THE STRENGTHENING OF POLITICO-ECONOMIC TIES WITH FRANCO SPAIN ON THE PART OF US, UK AND OTHER COUNTRIES DESPITE UN 1946 AND 1947 RESOLUTIONS AGAINST THIS."
"161",163,"TO ADOPT THE IRAQ AMENDMENT (A/875/CORR. 1) TO THE 1ST COMM. DRAFT RESOLUTION A (A/873) RELATING TO THE DISPOSAL OF FORMER ITALIAN COLONIES, WHICH IRAQ AMENDMENT REPLACES OPERATIVE PARAGRAPH 1 WITH THE FOLLOWING TEXT:  \WITH RESPECT TO LIBYA, I"
"162",164,"TO ADOPT EGYPTIAN AMENDMENT (A/885) TO 1ST COMM. DRAFT RESOL. A (A/873), SAID AMENDMENT DELETING \UNLESS THE GENERAL ASSEMBLY THEN DECIDES THAT THIS STEP IS NOT APPROPRIATE AT THIS TIME,\\ IN OPERATIVE PARAGRAPH 1.\"""""
"163",165,"TO ADOPT EGYPTIAN AMENDMENT TO 1ST COMM. DRAFT RESOL. A (A/873), REPLACING OPERATIVE SUB-PARAGRAPHS 1 (A), 1(B), AND 1(C) WITH A TEXT (A) PLACING LIBYA UNDER THE INTERNATIONAL TRUSTEESHIP SYSTEM DURING THE 10-YEAR INTERIM PERIOD (B) UNDER THE J"
"164",166,"TO ADOPT SUB-PARAGRAPH 1 (A) OF THE 1ST COMM. DRAFT RESOL. A (A/873), SAID PARAGRAPH MAKING CYRENAICA A TRUST TERRITORY UNDER THE UK."
"165",167,"TO ADOPT SUB-PARAGRAPH 1 (B) OF THE 1ST COMM. DRAFT RESOL. A (A/873), SAID SUB-PARAGRAPH MAKING FEZZAN A TRUST TERRITORY UNDER FRANCE."
"166",168,"TO ADOPT SUB-PARAGRAPH 1 (C) OF THE 1ST COMM. DRAFT RESOL. A (A/873), SAID SUB-PARAGRAPH MAKING TRIPOLITANIA A TRUST TERRITORY UNDER ITALY; AS ORALLY AMENDED BY ARGENTINA DELETING \TURKEY\\ FROM SUB-PARAGRAPH 1 (C) AND ORALLY AMENDED BY IRAN RE"""
"167",169,"TO ADOPT MEXICAN ORAL AMENDMENT TO 1ST COMM. DRAFT RESOL.A (A/873) REPLACING WORDS \THAT THE POWERS CHARGED WITH THE ADMINISTRATION OF THE THREE TERRITORIES\\ WITH \\""THAT THE POWERS CHARGED WITH ADMINISTRATION OF CYRENAICA AND FEZZAN AND THE PO"""
"168",170,"TO ADOPT FINAL PARAGRAPH OF OPERATIVE PARAGRAPH 1 OF THE 1ST COMM. DRAFT RESOL. A (A/873), AS AMENDED BY MEXICAN PROPOSAL."
"169",171,"TO ADOPT 3-POWER AMENDMENT (A/891) REPLACING WORD \FIFTEEN\\ WITH \\""TWENTY-FIVE\\"", IN THE LIBERIAN AMENDMENT (A/886) TO 1ST COMM. COMM DRAFT RESOL. A (A/873); WHICH LIBERIAN AMAENDMENT REPLACES OPERATIVE PARAGRAPH 2 WITH A TEXT MAKING THE FORME"""
"170",172,"TO ADOPT OPERATIVE PARAGRAPH 2 OF 1ST COMMITTEE DRAFT RESOL. A (A/873) MAKING FORMER ITALIAN SOMALILAND A TRUST TERRITORY UNDER ITALY, WITH A VIEW TO EVENTUAL INDEPENDENCE."
"171",173,"TO ADOPT OPERATIVE PARAGRAPH 3 OF 1ST COMMITTEE DRAFT RESOL. A (A/873), SAID PARAGRAPH INCORPORATING ERITREA INTO ETHIOPIA."
"172",174,"TO ADOPT EGYPTIAN AMENDMENT (A/885) TO 1ST COMM. DRAFT RESOL. A (A/873), SAID AMENDMENT ADDING:  \AND THE WESTERN PROVINCE OF ERITREA BE INCORPORATED INTO THE SUDAN\\ TO OPERATIVE PARAGRAPH 3.\"""""
"173",175,"TO ADOPT 1ST COMMITTEE DRAFT RESOL. A (A/873), AS VARIOUSLY AMENDED."
"174",176,"TO ADOPT PAKISTANI DRAFT RESOLUTION (A/889) ESTABLISHING A SPECIAL COMMITTEE TO EXAMINE THE QUESTION OF THE DISPOSAL OF FORMER ITALIAN COLONIES."
"175",177,"TO ADOPT 3-POWER DRAFT RESOL. (A/892/REV.1) REFERRING PROBLEM OF THE FORMER ITALIAN COLONIES TO THE INTERIM COMMITTEE FOR CONSIDERATION AND A REPORT BY THE NEXT REGULAR SESSION."
"176",178,"TO ADOPT PRESIDENT'S PROCEDURAL RULING AGAINST THE POLISH PROPOSAL TO ADD ANOTHER ITEM TO THE AGENDA."
"177",179,"TO ADOPT 1ST MEXICAN AMENDMENT (A/C.1/302) TO THE 1ST COMM. DRAFT RESOL. (A/C.1/298) ON THE TEMPORARY ADMINISTRATION OF JERUSALEM, SAID AMENDMENT REPLACING PREAMBULAR PARAG. 5 WITH THIS TEXT: \WHEREAS THE MAINTENANCE OF ORDER AND SECURITY IN JE"
"178",180,"TO ADOPT 2ND MEXICAN AMENDMENT (A/C.1/302) TO THE 1ST COMM. DRAFT RESOL. (A/C.1/298), SAID AMENDMENT DELETING \SUCH\\ IN 6TH PREAMBULAR PARAGRAPH AND INSERTING \\""ADMINISTRATIVE\\"" BEFORE \\""AUTHORITY.\\"""""
"179",181,"TO ADOPT 1ST U.S. AMENDMENT (A/C.1/304) TO PARAGRAPH 1 OF THE 1ST COMM. DRAFT RESOL. (A/C.1/298), SAID AMENDMENT DELETING EXISTING TEXT AND REPLACING WITH:  \1. THE GOVERNMENT OF JERUSALEM SHALL CONSIST OF A UN COMMISSIONER AND SUCH OFFICERS AS"
"180",182,"TO ADOPT 2ND U.S. AMENDMENT (A/C.1/304) TO THE 1ST COMM. DRAFT RESOL. (A/C.1/298), SAID AMENDMENT REPLACING WORDS \SHALL BE PAID FROM A SPECIAL UN OPERATIONAL BUDGET,\\ WITH \\""..SHALL BE PAID FROM THE REGULAR UN BUDGET..\\"" IN ARTICLE 10, PARAGR"""
"181",183,"TO ADOPT 3RD U.S. AMENDMENT (A/C.1/304) TO THE 1ST COMM. DRAFT RESOL. (A/C.1/298), SAID AMENDMENT ADDING THESE WORDS AT THE END OF ARTICLE 10, PARAG. 2:  \..PROVIDED THAT, IF UN FUNDS ARE CONTEMPLATED, THE SECRETARY-GEN. SHALL BE GUIDED BY THE "
"182",184,"TO ADOPT 1ST COMM. DRAFT RESOL. (A/C.1/298) AS AMENDED BY MEXICO (A/C.1/302) AND THE U.S. (A/C.1/304)."
"183",185,"TO ADOPT 1ST COMM. DRAFT RESOL. (A/552) AFFIRMING SECURITY COUNCIL EFFORTS TOWARD A TRUCE IN PALESTINE; RELIEVING THE PALESTINE COMMISSION OF FURTHER RESPONSIBILITIES, AND EMPOWERING THE UN MEDIATOR FOR PALESTINE TO EXERCISE THE FUNCTIONS AND O"
"184",186,"TO ADOPT 3RD COMM. DRAFT RESOL. (A/1010) RECOMMENDING THE UNESCO TO REQUEST THE COMMISSION ON HUMAN RIGHTS TO INCLUDE ADEQUATE PROVISIONS ON FREEDOM OF INFORMATION IN THE DRAFT INTERNATIONAL COVENANT ON HUMAN RIGHTS."
"185",187,"TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. (A/1023) TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. (A/1023) HUMAN RIGHTS AND FUNDAMENTAL FREEDOMS IN BULGARIA, RUMANIA AND HUNGARY."
"186",188,"TO ADOPT REVISED RULE 59 ON DISCUSSION OF COMMITTEE REPORTS, AS RECOMMENDED IN THE 6TH COMM. REPORT ON METHODS AND PROCEDURES OF THE GENERAL ASSEMBLY (A/1026 AND CORR.1)."
"187",189,"TO ADOPT OPERATIVE PARAGRAPH 4 OF DRAFT RESOLUTION I OF THE 4TH COMMITTEE (A/1028), WHICH RESOLUTION RELATES TO THE POLITICAL ADVANCEMENT OF THE TRUST TERRITORIES.  PAR. 4 CALLS UPON ADMINISTERING AUTHORITIES TO SUBMIT TO THE TRUSTEESHIP COUNCI"
"188",190,"TO ADOPT PREAMBLE AND OPERATIVE PARAGRAPH 1 OF DRAFT RESOLUTION III OF THE 4TH COMMITTEE (A/1028), SAID RESOLUTION REAFFIRMING THAT THE INTERESTS OF THE INHABITANTS ARE THE PARAMOUNT FACTORS IN ALL PLANS OR POLICIES FOR THE ECONOMIC ADVANCEMENT"
"189",191,"TO ADOPT 4TH COMMITTEE DRAFT RESOLUTION IV (A/1028) ON SOCIAL ADVANCEMENT IN THE TRUST TERRITORIES, AS AMENDED BY AUSTRALIAN PROPOSAL (A/1090) REPLACING WORDS \AND IN NEW GUINEA\\ IN OPERATIVE PARAGRAPH 2 WITH \\""AND THAT CORPORAL PUNISHMENT BE """
"190",192,"TO ADOPT 4TH COMM. DRAFT RESOL. VI (A/1028) REQUESTING TRUSTEESHIP COUNCIL TO RECOMMEND THE FLYING OF THE UN FLAG BESIDE THAT OF THE ADMINISTERING AUTHORITY, IN ALL TRUST TERRITORIES."
"191",193,"TO ADOPT 1ST AND 2ND PARAGRAPHS INCLUDING FIRST PART OF 3RD PARAGRAPH UNTIL WORDS \RECOMMENDATIONS TO THE GENERAL ASSEMBLY\\ OF THE 2ND COMM. DRAFT RESOL. D (A/1064), ACKNOWLEDGING THAT E.S.C. TASK EXPERIENCE HAS SHOWN THAT MANY ASPECTS OF INTE"""
"192",195,"TO ADOPT PREAMBLE AND OPERATIVE PARAGRAPH 1 OF A USSR DRAFT RESOLUTION (A/1063) REGARDING THREATS TO TERRITORIAL AND POLITICAL INTEGRITY OF GREECE; THE PARAGRAPHS APPEAL TO CONFLICTING PARTIES TO CEASE MILITARY OPERATIONS WITH A VIEW TO NORMALI"
"193",196,"TO ADOPT 2ND OPERATIVE PARAGRAPH AND SUB-PARAGRAPH (A) OF THE USSR DRAFT RESOL. (A/1063), WHICH PARAGRAPHS RECOMMEND THE DECLARATION OF GENERAL AMNESTY IN GREECE."
"194",197,"TO ADOPT SUB-PARAGRAPH (B) OF THE USSR DRAFT RESOL. (A/1063), RECOMMENDING DECLARATION OF GENERAL AND FREE PARLIAMENTARY ELECTIONS IN GREECE."
"195",198,"TO ADOPT SUB-PARAGRAPH (C) OF THE USSR DRAFT RESOL. (A/1063), PROVIDING FOR SUPERVISION OF SAID ELECTIONS BY REPRESENTATIVES OF POWERS INCLUDING THE USSR."
"196",199,"TO ADOPT SUB-PARAGRAPH (D) OF THE USSR DRAFT RESOL. (A/1063), PROVIDING FOR A JOINT COMMISSION OF THE POWERS (INCLUDING USSR) TO SUPERVISE THE NORTHERN FRONTIERS OF GREECE."
"197",200,"TO ADOPT SUB-PARAGRAPH (E) OF THE USSR DRAFT RESOL. (A/1063), RECOMMENDING THE CESSATION OF FOREIGN MILITARY ASSISTANCE TO THE GREEK GOVERNMENT, AND THE FIXING OF A TIME-LIMIT FOR WITHDRAWAL OF FOREIGN TROOPS FROM GREECE."
"198",201,"TO ADOPT SUB-PARAGRAPH (F) OF THE USSR DRAFT RESOL. (A/1063), RECOMMENDING DISSOLUTION OF THE UN SPECIAL COMMITTEE ON THE BALKANS."
"199",202,"TO ADOPT POLISH AMENDMENT (A/1110/REV.1) TO SECTION A, OPERATIVE PARAGRAPH 2 OF 1ST COMM. DRAFT RESOL. A; (A/1089 AND CORR.1), COVERING THE DISPOSAL OF THE FORMER ITALIAN COLONIES OF LIBYA, ERITREA AND ITALIAN SOMALILAND.  THE AMENDMENT REPLACE"
"200",203,"TO ADOPT POLISH AMENDMENT (A/1110/REV.1) TO 1ST COMM. DRAFT RESOL. A (A/1089 AND CORR.1), SAID AMENDMENT REPLACING TEXT OF OPERATIVE PARAGRAPH 2, SECTION B, WITH:  \2.  THAT ITS INDEPENDENCE SHALL BECOME EFFECTIVE AT THE END OF 3 YEARS FROM THE"
