"","X","short"
"4233",4263,"FREEDOM OF TRAVEL"
"4234",4264,"HUMAN RIGHTS, COERCIVE MEASURES"
"4235",4265,"ELECTIONS, EFFECTIVENESS"
"4236",4266,"RIGHT TO DEVELOPMENT"
"4237",4267,"HUMAN RIGHTS, IRAN"
"4238",4268,"HUMAN RIGHTS, IRAQ"
"4239",4269,"HUMAN RIGHTS, DEMOCRATIC CONGO"
"4240",4270,"HUMAN RIGHTS, SUDAN"
"4241",4271,"HUMAN RIGHTS, KOSOVO"
"4242",4272,"HUMAN RIGHTS, BOSNIA, CROATIA, YUGOSLAVIA"
"4243",4273,"INTERNATIONAL FINANCIAL SYSTEM"
"4244",4274,"ECONOMIC COERSION"
"4245",4275,"PALESTINE, SOVEREIGNTY"
"4246",4276,"LEBANON, INTERM FORCE"
"4247",4277,"COERCIVE MEASURES"
"4248",4278,"LAW OF THE SEA"
"4249",4279,"DRIFT-NET FISHING"
"4250",4280,"CUBA, U.S. EMBARGO"
"4251",4281,"SCIENCE, TECHNOLOGY, SECURITY"
"4252",4282,"NON-NUCLEAR STATES"
"4253",4283,"ARMS RACE, OUTER SPACE"
"4254",4284,"DISARMAMENT, MISSILES"
"4255",4285,"ANTI-BALLISTIC MISSILE TREATY COMPLIANCE"
"4256",4286,"NUCLEAR WEAPON-FREE WORLD"
"4257",4287,"NON-PROLIFERATION TREATY, 2000 REVIEW"
"4258",4288,"DENUCLEARIZATION, SOUTHERN HEMISPHERE"
"4259",4289,"GENEVA PROTOCOL"
"4260",4290,"DISARMAMENT, ENVIRONMENTAL NORMS"
"4261",4291,"NUCLEAR DANGER"
"4262",4292,"DISARMAMENT, CONVENTIONAL"
"4263",4293,"DISARMAMENT, NUCLEAR ELIMINATION"
"4264",4294,"DISARMAMENT, NUCLEAR"
"4265",4295,"ARMAMENTS, TRANSPARENCY"
"4266",4296,"LAND MINES, CONVENTION"
"4267",4297,"NUCLEAR WEAPONS, LEGALITY"
"4268",4298,"PROHIBITION, NUCLEAR WEAPONS"
"4269",4299,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"4270",4300,"COMPREHENSIVE TEST BAN TREATY"
"4271",4301,"SOUTH ATLANTIC, ZONE OF PEACE"
"4272",4302,"JERUSALEM"
"4273",4303,"SYRIAN GOLAN"
"4274",4304,"PALESTINE, RIGHTS, COMMITTEE"
"4275",4305,"PALESTINE, RIGHTS, SECRETARIAT"
"4276",4306,"PALESTINE, INFORMATION"
"4277",4307,"PALESTINE, PEACEFUL SETTLEMENT"
"4278",4308,"CRIMES AGAINST WOMEN"
"4279",4309,"MERCENARIES"
"4280",4310,"PALESTINE, SELF-DETERMINATION"
"4281",4311,"MIGRANT WORKERS"
"4282",4312,"DEMOCRACY"
"4283",4313,"FREEDOM OF TRAVEL"
"4284",4314,"HUMAN RIGHTS, CHARTER PRINCIPLES"
"4285",4315,"HUMAN RIGHTS, GLOBALIZATION"
"4286",4316,"DEMOCRATIC ORDER"
"4287",4317,"HUMAN RIGHTS, COERCIVE MEASURES"
"4288",4318,"HUMAN RIGHTS, IRAN"
"4289",4319,"HUMAN RIGHTS, IRAQ"
"4290",4320,"HUMAN RIGHTS, SUDAN"
"4291",4321,"HUMAN RIGHTS, DEMOCRATIC CONGO"
"4292",4322,"PALESTINE, ASSISTANCE"
"4293",4323,"PALESTINE, DISPLACED PERSONS"
"4294",4324,"PALESTINE, SCHOLARSHIPS, GRANTS"
"4295",4325,"UNRWA"
"4296",4326,"PALESTINE, REFUGEES, PROPERTIES"
"4297",4327,"JERUSALEM, UNIVERSITY"
"4298",4328,"ISRAEL, OCCUPIED TERRITORIES, COMMITTEE"
"4299",4329,"ISRAEL, GENEVA CONVENTION"
"4300",4330,"ISRAEL, SETTLEMENTS"
"4301",4331,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"4302",4332,"SYRIAN GOLAN"
"4303",4333,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"4304",4334,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"4305",4335,"SELF-DETERMINATION, IMPLEMENTATION"
"4306",4336,"DECOLONIZATION, INFORMATION"
"4307",4337,"DECADE FOR ELIMINATION OF COLONIALISM"
"4308",4338,"SELF-DETERMINATION, IMPLEMENTATION"
"4309",4339,"INTERNATIONAL TERRORISM"
"4310",4340,"U.N., OSCE, COOPERATION"
"4311",4341,"LEBANON, INTERM FORCE"
"4312",4342,"LEBANON, INTERM FORCE"
"4313",4343,"PALESTINE, SOVEREIGNTY"
"4314",4344,"SOUTH ATLANTIC, ZONE OF PEACE"
"4315",4345,"CUBA, U.S. EMBARGO"
"4316",4346,"LAW OF THE SEA"
"4317",4347,"INDIAN OCEAN, ZONE OF PEACE"
"4318",4348,"SCIENCE, TECHNOLOGY, SECURITY"
"4319",4349,"NON-NUCLEAR STATES"
"4320",4350,"ARMS RACE, OUTER SPACE"
"4321",4351,"ANTI-BALLISTIC MISSILE TREATY COMPLIANCE"
"4322",4352,"DISARMAMENT, MISSILES"
"4323",4353,"NUCLEAR DANGER"
"4324",4354,"DISARMAMENT, ENVIRONMENTAL NORMS"
"4325",4355,"DENUCLEARIZATION, SOUTHERN HEMISPHERE"
"4326",4356,"DISARMAMENT, CONVENTIONAL"
"4327",4357,"LAND MINES, CONVENTION"
"4328",4358,"DISARMAMENT, NUCLEAR ELIMINATION"
"4329",4359,"NON-PROLIFERATION TREATY, 2005 REVIEW"
"4330",4360,"ARMAMENTS, TRANSPARENCY"
"4331",4361,"DISARMAMENT, NUCLEAR"
"4332",4362,"NUCLEAR WEAPONS, LEGALITY"
"4333",4363,"PROHIBITION, NUCLEAR WEAPONS"
"4334",4364,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"4335",4365,"JERUSALEM"
"4336",4366,"SYRIAN GOLAN"
"4337",4367,"PALESTINE RIGHTS, COMMITTEE"
"4338",4368,"PALESTINE, RIGHTS, SECRETARIAT"
"4339",4369,"PALESTINE, INFORMATION"
"4340",4370,"PALESTINE, PEACEFUL SETTLEMENT"
"4341",4371,"U.N., TEST BAN TREATY ORGANIZATION"
"4342",4372,"PALESTINE, ASSISTANCE"
"4343",4373,"PALESTINE, DISPLACED PERSONS"
"4344",4374,"PALESTINE, SCHOLARSHIPS, GRANTS"
"4345",4375,"UNRWA"
"4346",4376,"PALESTINE, REFUGEES, PROPERTIES"
"4347",4377,"JERUSALEM, UNIVERSITY"
"4348",4378,"ISRAEL, OCCUPIED TERRITORIES, COMMITTEE"
"4349",4379,"ISRAEL, GENEVA CONVENTION"
"4350",4380,"ISRAEL, SETTLEMENTS"
"4351",4381,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"4352",4382,"SYRIAN GOLAN"
"4353",4383,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"4354",4384,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"4355",4385,"SELF-DETERMINATION, IMPLEMENTATION"
"4356",4386,"DECOLONIZATION, INFORMATION"
"4357",4387,"SELF-DETERMINATION, IMPLEMENTATION"
"4358",4388,"IAEA REPORT"
"4359",4389,"PALESTINE, SELF-DETERMINATION"
"4360",4390,"GEOGRAPHIC DISTRIBUTION, HUMAN RIGHTS COMMITTEE"
"4361",4391,"HUMAN RIGHTS, COERCIVE MEASURES"
"4362",4392,"RIGHT TO DEVELOPMENT"
"4363",4393,"DEMOCRATIC ORDER"
"4364",4394,"HUMAN RIGHTS, CHARTER PRINCIPLES"
"4365",4395,"ELECTORAL SOVEREIGNTY"
"4366",4396,"RIGHT TO FOOD"
"4367",4397,"ELECTIONS, EFFECTIVENESS"
"4368",4398,"HUMAN RIGHTS, TERRORISM"
"4369",4399,"HUMAN RIGHTS, GLOBALIZATION"
"4370",4400,"HUMAN RIGHTS, IRAN"
"4371",4401,"HUMAN RIGHTS, DEMOCRATIC CONGO"
"4372",4402,"HUMAN RIGHTS, IRAQ"
"4373",4403,"HUMAN RIGHTS, SUDAN"
"4374",4404,"ECONOMIC COERSION"
"4375",4405,"PALESTINE, SOVEREIGNTY"
"4376",4406,"LEBANON, INTERM FORCE"
"4377",4407,"LEBANON, INTERM FORCE"
"4378",4408,"U.N., OSCE, COOPERATION"
"4379",4409,"MERCENARIES"
"4380",4410,"RACISM, WORLD CONFERENCE"
"4381",4411,"ECONOMIC COERSION"
"4382",4412,"IAEA REPORT"
"4383",4413,"CUBA, U.S. EMBARGO"
"4384",4414,"U.N., TEST BAN TREATY ORGANIZATION"
"4385",4415,"SCIENCE, TECHNOLOGY, SECURITY"
"4386",4416,"NON-NUCLEAR STATES"
"4387",4417,"ARMS RACE, OUTER SPACE"
"4388",4418,"NON-STRATIGIC NUCLEAR WEAPONS"
"4389",4419,"NUCLEAR WEAPON-FREE WORLD"
"4390",4420,"GENEVA PROTOCOL"
"4391",4421,"NON-PROLIFERATION, MULTILATERALISM"
"4392",4422,"DISARMAMENT, ENVIRONMENTAL NORMS"
"4393",4423,"DISARMAMENT, DEVELOPMENT"
"4394",4424,"ARMS TRANSFERS, LEGISLATION"
"4395",4425,"DISARMAMENT, MISSILES"
"4396",4426,"DENUCLEARIZATION, SOUTHERN HEMISPHERE"
"4397",4427,"LAND MINES, CONVENTION"
"4398",4428,"ARMAMENTS, TRANSPARENCY"
"4399",4429,"DISARMAMENT, CONVENTIONAL"
"4400",4430,"DISARMAMENT, NUCLEAR ELIMINATION"
"4401",4431,"DISARMAMENT, NUCLEAR"
"4402",4432,"NUCLEAR DANGER"
"4403",4433,"NUCLEAR WEAPONS, LEGALITY"
"4404",4434,"PROHIBITION, NUCLEAR WEAPONS"
"4405",4435,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"4406",4436,"COMPREHENSIVE TEST BAN TREATY"
"4407",4437,"PALESTINE, RIGHTS, COMMITTEE"
"4408",4438,"PALESTINE, RIGHTS, SECRETARIAT"
"4409",4439,"PALESTINE, INFORMATION"
"4410",4440,"PALESTINE, PEACEFUL SETTLEMENT"
"4411",4441,"JERUSALEM"
"4412",4442,"SYRIAN GOLAN"
"4413",4443,"PALESTINE, ASSISTANCE"
"4414",4444,"PALESTINE, DISPLACED PERSONS"
"4415",4445,"PALESTINE, SCHOLARSHIPS, GRANTS"
"4416",4446,"UNRWA"
"4417",4447,"PALESTINE, REFUGEES, PROPERTIES"
"4418",4448,"JERUSALEM, UNIVERSITY"
"4419",4449,"ISRAEL, OCCUPIED TERRITORIES, COMMITTEE"
"4420",4450,"ISRAEL, GENEVA CONVENTION"
"4421",4451,"ISRAEL, SETTLEMENTS"
"4422",4452,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"4423",4453,"SYRIAN GOLAN"
"4424",4454,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"4425",4455,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"4426",4456,"SELF-DETERMINATION, IMPLEMENTATION"
"4427",4457,"DECOLONIZATION, INFORMATION"
"4428",4458,"SELF-DETERMINATION, IMPLEMENTATION"
"4429",4459,"LAW OF THE SEA"
"4430",4460,"U.N., COUNCIL OF EUROPE, COOPERATION"
"4431",4461,"ADVANCEMENT OF WOMEN, INSTITUTE"
"4432",4462,"PALESTINE, CHILDREN"
"4433",4463,"RIGHTS OF THE CHILD"
"4434",4464,"RACISM, FIGHT AGAINST"
"4435",4465,"MERCENARIES"
"4436",4466,"PALESTINE, SOVEREIGNTY"
"4437",4467,"TORTURE"
"4438",4468,"HUMAN RIGHTS, GLOBALIZATION"
"4439",4469,"DEMOCRATIC ORDER"
"4440",4470,"EXECUTIONS, ARBITRARY"
"4441",4471,"RIGHT TO PEACE"
"4442",4472,"HUMAN RIGHTS, CHARTER PRINCIPLES"
"4443",4473,"HUMAN RIGHTS, COERCIVE MEASURES"
"4444",4474,"RIGHT TO DEVELOPMENT"
"4445",4475,"RIGHT TO FOOD"
"4446",4476,"FREEDOM OF TRAVEL"
"4447",4477,"KHMER ROUGE TRIALS"
"4448",4478,"HUMAN RIGHTS, SUDAN"
"4449",4479,"HUMAN RIGHTS, IRAQ"
"4450",4480,"HUMAN RIGHTS, DEMOCRATIC CONGO"
"4451",4481,"PALESTINE, SOVEREIGNTY"
"4452",4482,"U.N., OSCE, COOPERATION"
"4453",4483,"LEBANON, INTERM FORCE"
"4454",4484,"Reaffirming the cental role of the United Nations in the mai"
"4455",4485,"Financing of the UN Interim Force in Lebanon : resolution /"
"4456",4486,"Status of the Occupied Territory, including East Jerusalem :"
"4457",4487,"Office of the Special Representative for Children and Armed"
"4458",4488,"Future operation of the International Research and Training"
"4459",4489,"Oceans and the Law of the Sea : resolution / adopted by the"
"4460",4490,"Permanent sovereignty of the Palestinian people in the Occup"
"4461",4491,"Unilateral economic measures as a means of political and eco"
"4462",4492,"Global efforts for the total elimination of racism, racial d"
"4463",4493,"The right of the Palestinian people to self-determination :"
"4464",4494,"Situation of human rights in the Democratic Republic of the"
"4465",4495,"Situation of human rights in the Islamic Republic of Iran :"
"4466",4496,"Situation of human rights in Turkmenistan : resolution / ado"
"4467",4497,"Globalization and its impact on the full enjoyment of all hu"
"4468",4498,"Promotion of peace as a vital requirement for the full enjoy"
"4469",4499,"Respect for the principles of national sovereignty and diver"
"4470",4500,"Respect for the purposes and principles contained in the Cha"
"4471",4501,"Protection of human rights and fundamental freedoms while co"
"4472",4502,"The right to food : resolution / adopted by the General Asse"
"4473",4503,"Elimination of all forms of religious intolerance : resoluti"
"4474",4504,"Strengthening the role of the UN in enchancing the effective"
"4475",4505,"Access to medication in the context of pandemics such as HIV"
"4476",4506,"Human rights and terrorism : resolution / adopted by the Gen"
"4477",4507,"The right of everyone to the enjoyment of the highest attain"
"4478",4508,"The right to development : resolution / adopted by the Gener"
"4479",4509,"Human rights and unilateral coercive measures : resolution /"
"4480",4510,"Use of mercenaries as a means of violating human rights and"
"4481",4511,"Universal realization of the right of peoples to self-determ"
"4482",4512,"Rights of the child : resolution / adopted by the General As"
"4483",4513,"Situation of and assistance to Palestinian children : resolu"
"4484",4514,"Special assistance for the economic recovery and reconstruct"
"4485",4515,"Assistance to the Palestinian people : resolution / adopted"
"4486",4516,"Implementation of the Declaration on the Granting of Indepen"
"4487",4517,"Dissemination of information on decolonization : resolution"
"4488",4518,"Implementation of the Declaration on the Granting of Indepen"
"4489",4519,"The occupied Syrian Golan : resolution / adopted by the Gene"
"4490",4520,"Economic and other activities which affect the interests of"
"4491",4521,"Israeli settlements in the Occupied Palestinian Territory, i"
"4492",4522,"Applicability of the Geneva Convention relative to the Prote"
"4493",4523,"Work of the Special Committee to Investigate Israeli Practic"
"4494",4524,"Assistance to Palestine refugees and support for the UN Reli"
"4495",4525,"Palestine refugees' properties and their revenues : resoluti"
"4496",4526,"Operations of the UN Relief and Works Agency for Palestine R"
"4497",4527,"Israeli practices affecting the human rights of the Palestin"
"4498",4528,"Information from Non-Self-Governing Territories transmitted"
"4499",4529,"Assistance to Palestine refugees : resolution / adopted by t"
"4500",4530,"Persons displaced as a result of the June 1967 and subsequen"
"4501",4531,"Reducing nuclear danger : resolution / adopted by the Genera"
"4502",4532,"Nuclear-weapon-free southern hemisphere and adjacent areas :"
"4503",4533,"Reduction of non-strategic nuclear weapons : resolution / ad"
"4504",4534,"Implementation of the Convention on the Prohibition of the U"
"4505",4535,"Transparency in armaments : resolution / adopted by the Gene"
"4506",4536,"Nuclear disarmament : resolution / adopted by the General As"
"4507",4537,"Observance of environmental norms in the drafting and implem"
"4508",4538,"Comprehensive Nuclear-Test-Ban Treaty : resolution / adopted"
"4509",4539,"Implementation of the Declaration of the Indian Ocean as a Z"
"4510",4540,"Implementation of the Declaration of the Indian Ocean as a Z"
"4511",4541,"Confidence-building measures in the regional and subregional"
"4512",4542,"A path to total elimination of nuclear weapons : resolution"
"4513",4543,"Conventional arms control at the regional and subregional le"
"4514",4544,"Missiles : resolution / adopted by the General Assembly"
"4515",4545,"Convention on the Prohibition of the Use of Nuclear Weapons"
"4516",4546,"Prevention of an arms race in outer space : resolution / ado"
"4517",4547,"Role of science and technology in the context of internation"
"4518",4548,"The risk of nuclear proliferation in the Middle East : resol"
"4519",4549,"Towards a nuclear-weapon-free world : a new agenda : resolut"
"4520",4550,"Follow-up to the advisory opinion of the International Court"
"4521",4551,"The Syrian Golan : resolution / adopted by the General Assem"
"4522",4552,"Jerusalem : resolution / adopted by the General Assembly"
"4523",4553,"Peaceful settlement of the question of Palestine : resolutio"
"4524",4554,"Committee on the Exercise of the Inalienable Rights of the P"
"4525",4555,"Special information programme on the question of Palestine o"
"4526",4556,"Division for Palestinian Rights of the Secretariat : resolut"
"4527",4557,"Report of the International Atomic Energy Agency : resolutio"
"4528",4558,"Necessity of ending the economic, commercial and financial e"
"4529",4559,"Conclusion of effective international arrangements to assure"
"4530",4560,"Financing of the United Nations Interim Force in Lebanon : r"
"4531",4561,"United Nations declaration on human cloning : resolution / a"
"4532",4562,"Rights of the child : resolution / adopted by the General As"
"4533",4563,"Future Operation of the International Research and Training"
"4534",4564,"Permanent sovereignty of the Palestinian people in the Occup"
"4535",4565,"International trade and development : resolution / adopted b"
"4536",4566,"Situation of human rights in the Democratic Republic of the"
"4537",4567,"Situation of human rights in Turkmenistan : resolution / ado"
"4538",4568,"Situation of human rights in the Islamic Republic of Iran :"
"4539",4569,"Respect for the purposes and principles contained in the Cha"
"4540",4570,"Respect for the right to universal freedom of travel and the"
"4541",4571,"The right to food : resolution / adopted by the General Asse"
"4542",4572,"Enhancing the role of regional, subregional and other organi"
"4543",4573,"Elimination of all forms of religious intolerance : resoluti"
"4544",4574,"Extrajudicial, summary or arbitrary executions : resolution"
"4545",4575,"Human rights and unilateral coercive measures : resolution /"
"4546",4576,"Human rights and terrorism : resolution / adopted by the Gen"
"4547",4577,"Promotion of a democratic and equitable international order"
"4548",4578,"The right to development : resolution / adopted by the Gener"
"4549",4579,"Globalization and its impact on the full enjoyment of all hu"
"4550",4580,"Equitable geographical distribution in the membership of the"
"4551",4581,"The right of the Palestinian people to self-determination :"
"4552",4582,"Use of mercenaries as a means of violating human rights and"
"4553",4583,"Global efforts for the total elimination of racism, racial d"
"4554",4584,"The situation of and assistance to Palestinian children : re"
"4555",4585,"Implementation of the Declaration on the Granting of Indepen"
"4556",4586,"Dissemination of information on decolonization : resolution"
"4557",4587,"Question of Western Sahara : resolution / adopted by the Gen"
"4558",4588,"Implementation of the Declaration on the Granting of Indepen"
"4559",4589,"Information from Non-Self Governing Territories transmitted"
"4560",4590,"Economic and other activities which affect the interests of"
"4561",4591,"The occupied Syrian Golan : resolution / adopted by the Gene"
"4562",4592,"Israeli practices affecting the human rights of the Palestin"
"4563",4593,"Israeli settlements in the Occupied Palestinian Territory, i"
"4564",4594,"Applicability of the Geneva Convention relative to the Prote"
"4565",4595,"Work of the Special Committee to Investigate Israeli Practic"
"4566",4596,"Palestine refugees' properties and their revenues : resoluti"
"4567",4597,"Operations of the United Nations Relief and Works Agency for"
"4568",4598,"Persons displaced as a result of the June 1967 and subsequen"
"4569",4599,"Assistance to Palestine refugees : resolution / adopted by t"
"4570",4600,"Nuclear disarmament : resolution / adopted by the General As"
"4571",4601,"Relationship between disarmament and development : resolutio"
"4572",4602,"Reducing nuclear danger : resolution / adopted by the Genera"
"4573",4603,"The Conference on Disarmament decision (CD/1547) of 11 Augus"
"4574",4604,"Follow-up to the advisory opinion of the International Court"
"4575",4605,"Implementation of the Convention on the Prohibition of the U"
"4576",4606,"Accelerating implementation of nuclear disarmament commitmen"
"4577",4607,"Conventional arms control at regional and subregional levels"
"4578",4608,"The Hague Code of Conduct against Ballistic Missile Prolifer"
"4579",4609,"Convention on the Prohibition of Use of Nuclear Weapons : re"
"4580",4610,"Risk of nuclear proliferation in the Middle East : resolutio"
"4581",4611,"Comprehensive Nuclear-Test-Ban Treaty : resolution / adopted"
"4582",4612,"A path to the total elimination of nuclear weapons : resolut"
"4583",4613,"Measures to uphold the authority of the 1925 Geneva Protocol"
"4584",4614,"Promotion of multilateralism in area of disarmament and non-"
"4585",4615,"Role of science and technology in the context of internation"
"4586",4616,"Observance of environmental norms in the drafting and implem"
"4587",4617,"Missiles : resolution / adopted by the General Assembly"
"4588",4618,"Prevention of arms race in outer space : resolution / adopte"
"4589",4619,"Conclusion of effective international arrangements to assure"
"4590",4620,"Nuclear-weapon-free southern hemisphere and adjacent areas :"
"4591",4621,"Special information programme on the question of Palestine o"
"4592",4622,"The Syrian Golan : resolution / adopted by the General Assem"
"4593",4623,"Jerusalem : resolution / adopted by the General Assembly"
"4594",4624,"Peaceful settlement of the question of Palestine : resolutio"
"4595",4625,"Division for Palestinian Rights of the Secretariat : resolut"
"4596",4626,"Committee on the Exercise of Inalienable Rights of the Pales"
"4597",4627,"Oceans and law of the sea : resolution / adopted by the Gene"
"4598",4628,"Report of the International Atomic Energy Agency : resolutio"
"4599",4629,"Necessity of ending the economic, commercial and financial e"
"4600",4630,"Cooperation between the United Nations and the Preparatory C"
"4601",4631,"Investing in the United Nations: for a stronger Organization"
"4602",4632,"Human Rights Council : resolution / adopted by the General A"
"4603",4633,"Rights of the child : resolution / adopted by the General As"
"4604",4634,"Convention on the Elimination of All Forms of Discrimination"
"4605",4635,"Future operation of the International Research and Training"
"4606",4636,"Transparency in armaments : resolution / adopted by the Gene"
"4607",4637,"International Year of Deserts and Desertification, 2006 : re"
"4608",4638,"Unilateral economic measures as a means of political and eco"
"4609",4639,"International trade and development : resolution / adopted b"
"4610",4640,"Permanent sovereignty of the Palestinian people in the Occup"
"4611",4641,"Situation of human rights in the Democratic Republic of the"
"4612",4642,"Situation of human rights in Uzbekistan : resolution / adopt"
"4613",4643,"Situation of human rights in the Democratic People?̠s Republi"
"4614",4644,"Situation of human rights in Turkmenistan : resolution / ado"
"4615",4645,"Situation of human rights in the Islamic Republic of Iran :"
"4616",4646,"The right to food : resolution / adopted by the General Asse"
"4617",4647,"Respect for the principles of national sovereignty and diver"
"4618",4648,"Promotion of peace as a vital requirement for the full enjoy"
"4619",4649,"Strengthening the role of the United Nations in enhancing th"
"4620",4650,"The right to development : resolution / adopted by the Gener"
"4621",4651,"Human rights and unilateral coercive measures : resolution /"
"4622",4652,"Globalization and its impact on the full enjoyment of all hu"
"4623",4653,"Combating defamation of religions : resolution / adopted by"
"4624",4654,"The right of the Palestinian people to self-determination :"
"4625",4655,"Global efforts for the total elimination of racism, racial d"
"4626",4656,"Inadmissibility of certain practices that contribute to fuel"
"4627",4657,"Developments in the field of information and telecommunicati"
"4628",4658,"Prohibition of the development and manufacture of new types"
"4629",4659,"Implementation of the Declaration of the Indian Ocean as a Z"
"4630",4660,"Role of science and technology in the context of internation"
"4631",4661,"Conclusion of effective international arrangements to assure"
"4632",4662,"Prevention of an arms race in outer space : resolution / ado"
"4633",4663,"Compliance with non-proliferation, arms limitation and disar"
"4634",4664,"Nuclear-weapon-free southern hemisphere and adjacent areas :"
"4635",4665,"Promotion of multilateralism in the area of disarmament and"
"4636",4666,"Observance of environmental norms in the draftign and implem"
"4637",4667,"Relationship between disarmament and development : resolutio"
"4638",4668,"The Hague Code of Conduct against Ballistic Missile Prolifer"
"4639",4669,"Renewed determination towards the total elimination of nucle"
"4640",4670,"Transparency and confidence-building measures in outer space"
"4641",4671,"Addressing the negative humanitarian and development impact"
"4642",4672,"Nuclear disarmament : resolution / adopted by the General As"
"4643",4673,"Follow-up to nuclear disarmament obligations agreed to at th"
"4644",4674,"Conventional arms control at the regional and subregional le"
"4645",4675,"Follow-up to the advisory opinion of the International Court"
"4646",4676,"Towards a nuclear-weapon-free world : accelerating the imple"
"4647",4677,"Implementation of the Convention on the Prohibition of the U"
"4648",4678,"Convention on the Prohibition of the Use of Nuclear Weapons"
"4649",4679,"The risk of nuclear proliferation in the Middle East : resol"
"4650",4680,"Comprehensive Nuclear-Test-Ban Treaty : resolution / adopted"
"4651",4681,"Assistance to Palestine refugees : resolution / adopted by t"
"4652",4682,"Persons displaced as a result of the June 1967 and subsequen"
"4653",4683,"Palestine Refugees' properties and their revenues : resoluti"
"4654",4684,"Work of the Special Committee to Investigate Israeli Practic"
"4655",4685,"Applicability of the Geneva Convention relative to the Prote"
"4656",4686,"Israeli settlements in the Occupied Palestinian Territory, i"
"4657",4687,"Israeli practices affecting the human rights of the Palestin"
"4658",4688,"The occupied Syrian Golan : resolution / adopted by the Gene"
"4659",4689,"Information from Non-Self-Governing Territories transmitted"
"4660",4690,"Economic and other activities which affect the interests of"
"4661",4691,"Implementation of the Declaration on the Granting of Indepen"
"4662",4692,"Dissemination of information on decolonization : resolution"
"4663",4693,"Implementation of the Declaration on the Granting of Indepen"
"4664",4694,"Second International Decade for the Eradication of Coloniali"
"4665",4695,"Reducing nuclear danger : resolution / adopted by the Genera"
"4666",4696,"Operations of the United Nations Relief and Works Agency for"
"4667",4697,"Jerusalem : resolution / adopted by the General Assembly"
"4668",4698,"Peaceful settlement of the Question of Palestine : resolutio"
"4669",4699,"Special Information Programme on the Question of Palestine o"
"4670",4700,"Division for Palestinian Rights of the Secretariat : resolut"
"4671",4701,"Committee on the Exercise of the Inalienable Rights of the P"
"4672",4702,"Oceans and the law of the sea : resolution / adopted by the"
"4673",4703,"Necessity of ending the economic, commercial and financial e"
"4674",4704,"Report of the International Atomic Energy Agency : resolutio"
"4675",4705,"UN INTERIM FORCE IN LEBANON, FINANCING"
"4676",4706,"IAEA, REPORTS (2005)"
"4677",4707,"CUBA, UNITED STATES"
"4678",4708,"MIDDLE EAST SITUATION"
"4679",4709,"PALESTINE QUESTION"
"4680",4710,"MIDDLE EAST SITUATION, PALESTINE QUESTION"
"4681",4711,"PALESTINE QUESTION"
"4682",4712,"PALESTINE QUESTION"
"4683",4713,"PALESTINE QUESTION"
"4684",4714,"NUCLEAR TEST-BAN-TREATY, COMMISSION"
"4685",4715,"DISARMAMENT, GENERAL AND COMPLETE"
"4686",4716,"NUCLEAR WEAPONS USE, TREATIES (DRAFT)"
"4687",4717,"ARMS TRANSFERS, TRANSPARENCY"
"4688",4718,"NUCLEAR DISARMAMENT"
"4689",4719,"NUCLEAR-WEAPON-FREE-ZONES, CENTRAL ASIA"
"4690",4720,"NUCLEAR NON-POLIFERATION"
"4691",4721,"LANDMINES, TREATIES (1997)"
"4692",4722,"CONVENTIONAL ARMS, REGIONAL PROGRAMMES"
"4693",4723,"NUCLEAR WEAPONS USE - ICJ OPINION"
"4694",4724,"OUTER SPACE, CONFIDENCE BUILDING"
"4695",4725,"CONVENTIONAL WEAPONS"
"4696",4726,"DISARMAMENT, NUCLEAR AND GENERAL AND COMPLETE"
"4697",4727,"DISARMAMENT, GENERAL AND COMPLETE"
"4698",4728,"SMALL ARMS, ILLICIT TRAFFIC"
"4699",4729,"DISARMAMENT, NUCLEAR NON-POLIFERATION"
"4700",4730,"NUCLEAR DISARMAMENT, TREATY COMPLIANCE"
"4701",4731,"DISARMEMENT-DEVELOPMENT LINK"
"4702",4732,"DISARMAMENT AGREEMENTS, ENVIRONMENT"
"4703",4733,"MULTILATERALISM, DISARMAMENT"
"4704",4734,"DISARMAMENT"
"4705",4735,"BALLISTIC MISSILES"
"4706",4736,"ARMS RACE, OUTER SPACE"
"4707",4737,"NON-NUCLEAR-WEAPON STATES, SECURITY"
"4708",4738,"SCIENCE AND TECHNOLOGY, INTERNATIONAL SECURITY"
"4709",4739,"INFORMATION, INTERNATIONAL SECURITY"
"4710",4740,"NUCLEAR-WEAPON-FREE-ZONES, SOUTHERN HEMISPHERE"
"4711",4741,"PEACE, CONVENTIONAL DISARMAMENT"
"4712",4742,"NUCLEAR WEAPON TESTS, TREATIES"
"4713",4743,"NUCLEAR POLIFERATION, MIDDLE EAST"
"4714",4744,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
